ReferenceDesignator,ParameterID_R,GlobalRangeMin,GlobalRangeMax,_DataLevel,_Units,_Array ID,_Platform ID,_Instrument
CE01ISSM-MFD35-01-VEL3DD000,vel3d_c_eastward_turbulent_velocity,-3,3,L1,m s-1,CE01ISSM,MFD35,VEL3DD000
CE01ISSM-MFD35-01-VEL3DD000,vel3d_c_northward_turbulent_velocity,-3,3,L1,m s-1,CE01ISSM,MFD35,VEL3DD000
CE01ISSM-MFD35-01-VEL3DD000,vel3d_c_upward_turbulent_velocity,-1,1,L1,m s-1,CE01ISSM,MFD35,VEL3DD000
CE01ISSM-MFD35-01-VEL3DD000,seawater_pressure_mbar,0,1100000,,0.001 dbar,CE01ISSM,MFD35,VEL3DD000
CE01ISSM-MFD35-01-VEL3DD000,turbulent_velocity_east,-3000,3000,L0,mm s-1,CE01ISSM,MFD35,VEL3DD000
CE01ISSM-MFD35-01-VEL3DD000,turbulent_velocity_north,-3000,3000,L0,mm s-1,CE01ISSM,MFD35,VEL3DD000
CE01ISSM-MFD35-01-VEL3DD000,turbulent_velocity_vertical,-1000,1000,L0,mm s-1,CE01ISSM,MFD35,VEL3DD000
CE01ISSM-MFD35-01-VEL3DD000,speed_of_sound,1380,1580,,m s-1,CE01ISSM,MFD35,VEL3DD000
CE01ISSM-MFD35-02-PRESFA000,abs_seafloor_pressure,0,6000,L1,dbar,CE01ISSM,MFD35,PRESFA000
CE01ISSM-MFD35-02-PRESFA000,seawater_temperature,-2,40,,ºC,CE01ISSM,MFD35,PRESFA000
CE01ISSM-MFD35-02-PRESFA000,presf_tide_pressure,0,6000,L1,dbar,CE01ISSM,MFD35,PRESFA000
CE01ISSM-MFD35-02-PRESFA000,presf_tide_temperature,-2,40,L1,ºC,CE01ISSM,MFD35,PRESFA000
CE01ISSM-MFD35-02-PRESFA000,presf_wave_burst_pressure,0,6000,L1,dbar,CE01ISSM,MFD35,PRESFA000
CE01ISSM-MFD35-02-PRESFA000,absolute_pressure_burst,0,8800,L0,psi,CE01ISSM,MFD35,PRESFA000
CE01ISSM-MFD35-02-PRESFA000,absolute_pressure,0,8800,L0,psi,CE01ISSM,MFD35,PRESFA000
CE01ISSM-MFD35-02-PRESFA000,ptemp_frequency,,,,Hz,CE01ISSM,MFD35,PRESFA000
CE01ISSM-MFD35-04-ADCPTM000,corrected_echo_intensity_beam1,0,255,L1,dB,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,corrected_echo_intensity_beam2,0,255,L1,dB,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,corrected_echo_intensity_beam3,0,255,L1,dB,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,corrected_echo_intensity_beam4,0,255,L1,dB,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,significant_wave_height,0,18,L0,m,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,peak_wave_period,3,30,L0,sec,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,peak_wave_direction,0,360,L0,degrees,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,tp_sea,,,,seconds,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,dp_sea,0,360,,degrees,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,hs_sea,,,,meters,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,tp_swell,,,,seconds,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,dp_swell,0,360,,degrees,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,hs_swell,,,,meters,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,t_max,,,,seconds,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,t_1_3,,,,seconds,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,d_mean,0,360,,degrees,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,rec_time_series,,,,1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,rec_dir_spec,,,,1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,beam_conf,,,,degrees,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,press_spec,,,,1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,vel_min,,,,mm s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,vel_max,,,,mm s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,vel_max_change,,,,mm s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,surf_min,,,,mm,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,surf_max,,,,mm,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,surf_max_chng,,,,mm,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,pr_max_dev,,,,deg,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,cal_press,,,,1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,depth_offset,,,,mm,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,dir_p2,,,,1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,stop_time,,,,1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,average_depth,,,,mm,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,x_vel,-3000,3000,,mm s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,y_vel,-3000,3000,,mm s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,wave_hs1,,,,mm,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,wave_dp1,,,,deg,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,wave_hs2,,,,mm,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,wave_dp2,,,,deg,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,wave_dm,,,,deg,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,eastward_seawater_velocity,-3,3,L1,m s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,northward_seawater_velocity,-3,3,L1,m s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,upward_seawater_velocity,-1,1,L1,m s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,error_seawater_velocity,-1,1,L1,m s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,num_beams,,,,1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,speed_of_sound,1380,1580,,m s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,salinity,,,,1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,water_velocity_east,-3000,3000,L0,mm s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,water_velocity_north,-3000,3000,L0,mm s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,water_velocity_up,-1000,1000,L0,mm s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-04-ADCPTM000,error_velocity,-1000,1000,L0,mm s-1,CE01ISSM,MFD35,ADCPTM000
CE01ISSM-MFD35-05-PCO2WB000,absorbance_ratio_434,0,100000,L0,counts,CE01ISSM,MFD35,PCO2WB000
CE01ISSM-MFD35-05-PCO2WB000,absorbance_ratio_620,0,100000,L0,counts,CE01ISSM,MFD35,PCO2WB000
CE01ISSM-MFD35-05-PCO2WB000,absorbance_blank_434,,,L0,1,CE01ISSM,MFD35,PCO2WB000
CE01ISSM-MFD35-05-PCO2WB000,absorbance_blank_620,,,L0,1,CE01ISSM,MFD35,PCO2WB000
CE01ISSM-MFD35-05-PCO2WB000,pco2_seawater,200,2000,L1,uatm,CE01ISSM,MFD35,PCO2WB000
CE01ISSM-MFD35-06-PHSEND000,phsen_abcdef_ph_seawater,7.3,8.5,L1,1,CE01ISSM,MFD35,PHSEND000
CE01ISSM-MFD37-01-OPTAAD000,beam_attenuation,0,100,L2,m-1,CE01ISSM,MFD37,OPTAAD000
CE01ISSM-MFD37-01-OPTAAD000,optical_absorption,0,100,L2,m-1,CE01ISSM,MFD37,OPTAAD000
CE01ISSM-MFD37-03-CTDBPC000,conductivity,0,6,L1,S m-1,CE01ISSM,MFD37,CTDBPC000
CE01ISSM-MFD37-03-CTDBPC000,practical_salinity,0,42,L2,1,CE01ISSM,MFD37,CTDBPC000
CE01ISSM-MFD37-03-CTDBPC000,pressure,0,6000,L1,dbar,CE01ISSM,MFD37,CTDBPC000
CE01ISSM-MFD37-03-CTDBPC000,ctdbp_seawater_temperature,-2,40,L1,ºC,CE01ISSM,MFD37,CTDBPC000
CE01ISSM-MFD37-03-CTDBPC000,ctdbp_seawater_pressure,0,6000,L1,dbar,CE01ISSM,MFD37,CTDBPC000
CE01ISSM-MFD37-03-CTDBPC000,ctdbp_seawater_conductivity,0,6,L1,S m-1,CE01ISSM,MFD37,CTDBPC000
CE01ISSM-MFD37-03-CTDBPC000,density,1000,1100,L2,kg m-3,CE01ISSM,MFD37,CTDBPC000
CE01ISSM-MFD37-03-CTDBPC000,temp,-2,40,L1,ºC,CE01ISSM,MFD37,CTDBPC000
CE01ISSM-MFD37-03-DOSTAD000,dissolved_oxygen,0,400,L2,µmol kg-1,CE01ISSM,MFD37,DOSTAD000
CE01ISSM-MFD37-03-DOSTAD000,dosta_ln_optode_oxygen,0,410,L1,uM,CE01ISSM,MFD37,DOSTAD000
CE01ISSM-MFD37-03-DOSTAD000,ctd_tc_oxygen,0,400,L1,umol L-1,CE01ISSM,MFD37,DOSTAD000
CE01ISSM-MFD37-07-ZPLSCC000,zplsc_c_tilt_x,,,,deg,CE01ISSM,MFD37,ZPLSCC000
CE01ISSM-MFD37-07-ZPLSCC000,zplsc_c_tilt_y,,,,deg,CE01ISSM,MFD37,ZPLSCC000
CE01ISSM-MFD37-07-ZPLSCC000,zplsc_c_temperature,-2,40,,ºC,CE01ISSM,MFD37,ZPLSCC000
CE01ISSM-MFD37-07-ZPLSCC000,zplsc_c_pressure,0,6000,,dBar,CE01ISSM,MFD37,ZPLSCC000
CE01ISSM-RID16-01-OPTAAD000,beam_attenuation,0,100,L2,m-1,CE01ISSM,RID16,OPTAAD000
CE01ISSM-RID16-01-OPTAAD000,optical_absorption,0,100,L2,m-1,CE01ISSM,RID16,OPTAAD000
CE01ISSM-RID16-02-FLORTD000,seawater_scattering_coefficient,,,L2,m-1,CE01ISSM,RID16,FLORTD000
CE01ISSM-RID16-02-FLORTD000,fluorometric_chlorophyll_a,0,50,L1,µg L-1,CE01ISSM,RID16,FLORTD000
CE01ISSM-RID16-02-FLORTD000,fluorometric_cdom,0,375,L1,ppb,CE01ISSM,RID16,FLORTD000
CE01ISSM-RID16-02-FLORTD000,total_volume_scattering_coefficient,0,0.0079,L1,m-1 sr-1,CE01ISSM,RID16,FLORTD000
CE01ISSM-RID16-02-FLORTD000,optical_backscatter,0.0003,1,L2,m-1,CE01ISSM,RID16,FLORTD000
CE01ISSM-RID16-03-CTDBPC000,conductivity,0,6,L1,S m-1,CE01ISSM,RID16,CTDBPC000
CE01ISSM-RID16-03-CTDBPC000,practical_salinity,0,42,L2,1,CE01ISSM,RID16,CTDBPC000
CE01ISSM-RID16-03-CTDBPC000,pressure,0,6000,L1,dbar,CE01ISSM,RID16,CTDBPC000
CE01ISSM-RID16-03-CTDBPC000,ctdbp_seawater_temperature,-2,40,L1,ºC,CE01ISSM,RID16,CTDBPC000
CE01ISSM-RID16-03-CTDBPC000,ctdbp_seawater_pressure,0,6000,L1,dbar,CE01ISSM,RID16,CTDBPC000
CE01ISSM-RID16-03-CTDBPC000,ctdbp_seawater_conductivity,0,6,L1,S m-1,CE01ISSM,RID16,CTDBPC000
CE01ISSM-RID16-03-CTDBPC000,density,1000,1100,L2,kg m-3,CE01ISSM,RID16,CTDBPC000
CE01ISSM-RID16-03-CTDBPC000,temp,-2,40,L1,ºC,CE01ISSM,RID16,CTDBPC000
CE01ISSM-RID16-03-DOSTAD000,dissolved_oxygen,0,400,L2,µmol kg-1,CE01ISSM,RID16,DOSTAD000
CE01ISSM-RID16-03-DOSTAD000,dosta_ln_optode_oxygen,0,410,L1,uM,CE01ISSM,RID16,DOSTAD000
CE01ISSM-RID16-03-DOSTAD000,ctd_tc_oxygen,0,400,L1,umol L-1,CE01ISSM,RID16,DOSTAD000
CE01ISSM-RID16-04-VELPTA000,eastward_velocity,-3,3,L1,m s-1,CE01ISSM,RID16,VELPTA000
CE01ISSM-RID16-04-VELPTA000,northward_velocity,-3,3,L1,m s-1,CE01ISSM,RID16,VELPTA000
CE01ISSM-RID16-04-VELPTA000,upward_velocity,-1,1,L1,m s-1,CE01ISSM,RID16,VELPTA000
CE01ISSM-RID16-04-VELPTA000,pressure_mbar,0,1100000,,0.001 dbar,CE01ISSM,RID16,VELPTA000
CE01ISSM-RID16-04-VELPTA000,velocity_beam1,-3000,3000,L0,mm s-1,CE01ISSM,RID16,VELPTA000
CE01ISSM-RID16-04-VELPTA000,velocity_beam2,-3000,3000,L0,mm s-1,CE01ISSM,RID16,VELPTA000
CE01ISSM-RID16-04-VELPTA000,velocity_beam3,-1000,1000,L0,mm s-1,CE01ISSM,RID16,VELPTA000
CE01ISSM-RID16-05-PCO2WB000,absorbance_ratio_434,0,100000,L0,counts,CE01ISSM,RID16,PCO2WB000
CE01ISSM-RID16-05-PCO2WB000,absorbance_ratio_620,0,100000,L0,counts,CE01ISSM,RID16,PCO2WB000
CE01ISSM-RID16-05-PCO2WB000,absorbance_blank_434,,,L0,1,CE01ISSM,RID16,PCO2WB000
CE01ISSM-RID16-05-PCO2WB000,absorbance_blank_620,,,L0,1,CE01ISSM,RID16,PCO2WB000
CE01ISSM-RID16-05-PCO2WB000,pco2_seawater,200,2000,L1,uatm,CE01ISSM,RID16,PCO2WB000
CE01ISSM-RID16-06-PHSEND000,phsen_abcdef_ph_seawater,7.3,8.5,L1,1,CE01ISSM,RID16,PHSEND000
CE01ISSM-RID16-07-NUTNRB000,salinity_corrected_nitrate,0,40,L2,µmol L-1,CE01ISSM,RID16,NUTNRB000
CE01ISSM-RID16-07-NUTNRB000,nitrate_concentration,0,40,L1,uMol L-1,CE01ISSM,RID16,NUTNRB000
CE01ISSM-RID16-07-NUTNRB000,rms_error,,,,uMol L-1,CE01ISSM,RID16,NUTNRB000
CE01ISSM-RID16-07-NUTNRB000,humidity,,,,%,CE01ISSM,RID16,NUTNRB000
CE01ISSM-RID16-08-SPKIRB000,spkir_abj_cspp_downwelling_vector,0,300,L1,uW cm-2 nm-1,CE01ISSM,RID16,SPKIRB000
CE01ISSM-SBD17-04-VELPTA000,eastward_velocity,-3,3,L1,m s-1,CE01ISSM,SBD17,VELPTA000
CE01ISSM-SBD17-04-VELPTA000,northward_velocity,-3,3,L1,m s-1,CE01ISSM,SBD17,VELPTA000
CE01ISSM-SBD17-04-VELPTA000,upward_velocity,-1,1,L1,m s-1,CE01ISSM,SBD17,VELPTA000
CE01ISSM-SBD17-04-VELPTA000,pressure_mbar,0,1100000,,0.001 dbar,CE01ISSM,SBD17,VELPTA000
CE01ISSM-SBD17-04-VELPTA000,velocity_beam1,-3000,3000,L0,mm s-1,CE01ISSM,SBD17,VELPTA000
CE01ISSM-SBD17-04-VELPTA000,velocity_beam2,-3000,3000,L0,mm s-1,CE01ISSM,SBD17,VELPTA000
CE01ISSM-SBD17-04-VELPTA000,velocity_beam3,-1000,1000,L0,mm s-1,CE01ISSM,SBD17,VELPTA000
CE01ISSM-SBD17-06-CTDBPC000,conductivity,0,6,L1,S m-1,CE01ISSM,SBD17,CTDBPC000
CE01ISSM-SBD17-06-CTDBPC000,practical_salinity,0,42,L2,1,CE01ISSM,SBD17,CTDBPC000
CE01ISSM-SBD17-06-CTDBPC000,pressure,0,6000,L1,dbar,CE01ISSM,SBD17,CTDBPC000
CE01ISSM-SBD17-06-CTDBPC000,ctdbp_seawater_temperature,-2,40,L1,ºC,CE01ISSM,SBD17,CTDBPC000
CE01ISSM-SBD17-06-CTDBPC000,ctdbp_seawater_pressure,0,6000,L1,dbar,CE01ISSM,SBD17,CTDBPC000
CE01ISSM-SBD17-06-CTDBPC000,ctdbp_seawater_conductivity,0,6,L1,S m-1,CE01ISSM,SBD17,CTDBPC000
CE01ISSM-SBD17-06-CTDBPC000,density,1000,1100,L2,kg m-3,CE01ISSM,SBD17,CTDBPC000
CE01ISSM-SBD17-06-CTDBPC000,temp,-2,40,L1,ºC,CE01ISSM,SBD17,CTDBPC000
CE01ISSM-SBD17-06-FLORTD000,seawater_scattering_coefficient,,,L2,m-1,CE01ISSM,SBD17,FLORTD000
CE01ISSM-SBD17-06-FLORTD000,fluorometric_chlorophyll_a,0,50,L1,µg L-1,CE01ISSM,SBD17,FLORTD000
CE01ISSM-SBD17-06-FLORTD000,fluorometric_cdom,0,375,L1,ppb,CE01ISSM,SBD17,FLORTD000
CE01ISSM-SBD17-06-FLORTD000,total_volume_scattering_coefficient,0,0.0079,L1,m-1 sr-1,CE01ISSM,SBD17,FLORTD000
CE01ISSM-SBD17-06-FLORTD000,optical_backscatter,0.0003,1,L2,m-1,CE01ISSM,SBD17,FLORTD000
CE01ISSP-SP001-02-DOSTAJ000,dissolved_oxygen,0,400,L2,µmol kg-1,CE01ISSP,SP001,DOSTAJ000
CE01ISSP-SP001-02-DOSTAJ000,pressure_depth,0,6000,,dbar,CE01ISSP,SP001,DOSTAJ000
CE01ISSP-SP001-02-DOSTAJ000,dosta_abcdjm_cspp_tc_oxygen,0,400,L1,umol L-1,CE01ISSP,SP001,DOSTAJ000
CE01ISSP-SP001-02-DOSTAJ000,estimated_oxygen_concentration,0,400,L1,umol L-1,CE01ISSP,SP001,DOSTAJ000
CE01ISSP-SP001-02-DOSTAJ000,estimated_oxygen_saturation,0,110,,percent,CE01ISSP,SP001,DOSTAJ000
CE01ISSP-SP001-02-DOSTAJ000,optode_temperature,-2,40,,ºC,CE01ISSP,SP001,DOSTAJ000
CE01ISSP-SP001-04-OPTAAJ000,beam_attenuation,0,100,L2,m-1,CE01ISSP,SP001,OPTAAJ000
CE01ISSP-SP001-04-OPTAAJ000,optical_absorption,0,100,L2,m-1,CE01ISSP,SP001,OPTAAJ000
CE01ISSP-SP001-04-OPTAAJ000,pressure_depth,0,6000,,dbar,CE01ISSP,SP001,OPTAAJ000
CE01ISSP-SP001-05-VELPTJ000,pressure_depth,0,6000,,dbar,CE01ISSP,SP001,VELPTJ000
CE01ISSP-SP001-05-VELPTJ000,velpt_pressure,0,6000,,dbar,CE01ISSP,SP001,VELPTJ000
CE01ISSP-SP001-05-VELPTJ000,velocity_beam1_m_s,-3,3,,m s-1,CE01ISSP,SP001,VELPTJ000
CE01ISSP-SP001-05-VELPTJ000,velocity_beam2_m_s,-3,3,,m s-1,CE01ISSP,SP001,VELPTJ000
CE01ISSP-SP001-05-VELPTJ000,velocity_beam3_m_s,-1,1,,m s-1,CE01ISSP,SP001,VELPTJ000
CE01ISSP-SP001-05-VELPTJ000,velpt_j_eastward_velocity,-3,3,L1,m s-1,CE01ISSP,SP001,VELPTJ000
CE01ISSP-SP001-05-VELPTJ000,velpt_j_northward_velocity,-3,3,L1,m s-1,CE01ISSP,SP001,VELPTJ000
CE01ISSP-SP001-05-VELPTJ000,velpt_j_upward_velocity,-1,1,L1,m s-1,CE01ISSP,SP001,VELPTJ000
CE01ISSP-SP001-05-VELPTJ000,temperature,-2,40,,ºC,CE01ISSP,SP001,VELPTJ000
CE01ISSP-SP001-05-VELPTJ000,speed_of_sound,1380,1580,,m s-1,CE01ISSP,SP001,VELPTJ000
CE01ISSP-SP001-06-NUTNRJ000,salinity_corrected_nitrate,0,40,L2,µmol L-1,CE01ISSP,SP001,NUTNRJ000
CE01ISSP-SP001-06-NUTNRJ000,nutnr_nitrogen_in_nitrate,0,2.5,,mg/l,CE01ISSP,SP001,NUTNRJ000
CE01ISSP-SP001-06-NUTNRJ000,nutnr_absorbance_at_254_nm,,,,1,CE01ISSP,SP001,NUTNRJ000
CE01ISSP-SP001-06-NUTNRJ000,nutnr_absorbance_at_350_nm,,,,1,CE01ISSP,SP001,NUTNRJ000
CE01ISSP-SP001-06-NUTNRJ000,pressure_depth,0,6000,,dbar,CE01ISSP,SP001,NUTNRJ000
CE01ISSP-SP001-06-NUTNRJ000,ctd_psu,0,42,,1,CE01ISSP,SP001,NUTNRJ000
CE01ISSP-SP001-06-NUTNRJ000,ctd_temp,-2,40,,ºC,CE01ISSP,SP001,NUTNRJ000
CE01ISSP-SP001-06-NUTNRJ000,ctd_dbar,0,6000,,dbar,CE01ISSP,SP001,NUTNRJ000
CE01ISSP-SP001-06-NUTNRJ000,nitrate_concentration,0,40,L1,uMol L-1,CE01ISSP,SP001,NUTNRJ000
CE01ISSP-SP001-06-NUTNRJ000,humidity,,,,%,CE01ISSP,SP001,NUTNRJ000
CE01ISSP-SP001-07-SPKIRJ000,pressure_depth,0,6000,,dbar,CE01ISSP,SP001,SPKIRJ000
CE01ISSP-SP001-07-SPKIRJ000,spkir_abj_cspp_downwelling_vector,0,300,L1,uW cm-2 nm-1,CE01ISSP,SP001,SPKIRJ000
CE01ISSP-SP001-08-FLORTJ000,seawater_scattering_coefficient,,,L2,m-1,CE01ISSP,SP001,FLORTJ000
CE01ISSP-SP001-08-FLORTJ000,fluorometric_chlorophyll_a,0,50,L1,µg L-1,CE01ISSP,SP001,FLORTJ000
CE01ISSP-SP001-08-FLORTJ000,fluorometric_cdom,0,375,L1,ppb,CE01ISSP,SP001,FLORTJ000
CE01ISSP-SP001-08-FLORTJ000,total_volume_scattering_coefficient,0,0.0079,L1,m-1 sr-1,CE01ISSP,SP001,FLORTJ000
CE01ISSP-SP001-08-FLORTJ000,optical_backscatter,0.0003,1,L2,m-1,CE01ISSP,SP001,FLORTJ000
CE01ISSP-SP001-08-FLORTJ000,pressure_depth,0,6000,,dbar,CE01ISSP,SP001,FLORTJ000
CE01ISSP-SP001-09-CTDPFJ000,conductivity,0,6,L1,S m-1,CE01ISSP,SP001,CTDPFJ000
CE01ISSP-SP001-09-CTDPFJ000,pressure,0,6000,L1,dbar,CE01ISSP,SP001,CTDPFJ000
CE01ISSP-SP001-09-CTDPFJ000,salinity,0,42,L2,1,CE01ISSP,SP001,CTDPFJ000
CE01ISSP-SP001-09-CTDPFJ000,temperature,-2,40,L1,ºC,CE01ISSP,SP001,CTDPFJ000
CE01ISSP-SP001-09-CTDPFJ000,density,1000,1100,L2,kg m-3,CE01ISSP,SP001,CTDPFJ000
CE01ISSP-SP001-10-PARADJ000,pressure_depth,0,6000,,dbar,CE01ISSP,SP001,PARADJ000
CE01ISSP-SP001-10-PARADJ000,parad_j_par_counts_output,0,2500,L1,umol photons m-2 s-1,CE01ISSP,SP001,PARADJ000
CE02SHBP-LJ01D-05-ADCPTB104,corrected_echo_intensity_beam1,0,255,L1,dB,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,corrected_echo_intensity_beam2,0,255,L1,dB,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,corrected_echo_intensity_beam3,0,255,L1,dB,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,corrected_echo_intensity_beam4,0,255,L1,dB,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,velocity_beam1,,,L0,mm s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,velocity_beam2,,,L0,mm s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,velocity_beam3,,,L0,mm s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,velocity_beam4,,,L0,mm s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,eastward_seawater_velocity,-3,3,L1,m s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,northward_seawater_velocity,-3,3,L1,m s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,upward_seawater_velocity,-1,1,L1,m s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,error_seawater_velocity,-1,1,L1,m s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,eastward_seawater_velocity,-3,3,L1,m s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,northward_seawater_velocity,-3,3,L1,m s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,upward_seawater_velocity,-1,1,L1,m s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,error_seawater_velocity,-1,1,L1,m s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,salinity,,,,1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,water_velocity_east,-3000,3000,L0,mm s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,water_velocity_north,-3000,3000,L0,mm s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,water_velocity_up,-1000,1000,L0,mm s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-05-ADCPTB104,error_velocity,-1000,1000,L0,mm s-1,CE02SHBP,LJ01D,ADCPTB104
CE02SHBP-LJ01D-06-CTDBPN106,practical_salinity,0,42,L2,1,CE02SHBP,LJ01D,CTDBPN106
CE02SHBP-LJ01D-06-CTDBPN106,dissolved_oxygen,0,400,L2,µmol kg-1,CE02SHBP,LJ01D,CTDBPN106
CE02SHBP-LJ01D-06-CTDBPN106,ctdbp_no_seawater_pressure,0,6000,L1,dbar,CE02SHBP,LJ01D,CTDBPN106
CE02SHBP-LJ01D-06-CTDBPN106,ctdbp_no_seawater_conductivity,0,6,L1,S m-1,CE02SHBP,LJ01D,CTDBPN106
CE02SHBP-LJ01D-06-CTDBPN106,density,1000,1100,L2,kg m-3,CE02SHBP,LJ01D,CTDBPN106
CE02SHBP-LJ01D-06-CTDBPN106,seawater_temperature,-2,40,L1,ºC,CE02SHBP,LJ01D,CTDBPN106
CE02SHBP-LJ01D-06-CTDBPN106,ctd_tc_oxygen,0,400,L1,umol L-1,CE02SHBP,LJ01D,CTDBPN106
